sample,frame,type,emu_pc,emu_a,emu_x,emu_y,emu_sp,emu_status,nmi_ctr,last_nmi,irq_count,int_cond,mapper_bank,cache_idx,info
1412,302,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,0E,80,00,00,old=80 new=00 emu_pc=2CB3
1413,302,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,0F,00,00,00,emu_pc=2CB3 status=B1 count=101
1414,302,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,0F,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1415,302,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,0F,00,00,00,val=00 nmi_ctr=00
1416,302,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,0F,00,00,00,old=00 new=80 emu_pc=2B0F
1417,302,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,0F,80,00,00,count=202
1418,303,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,0F,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2312 run=1307 render=202 irq6502=101
1419,303,INT_COND,2B5C,00,1D,BE,F2,36,00,00,0F,80,00,00,old=80 new=00 emu_pc=2B5C
1420,303,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,0F,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1421,304,FRAME,2CB0,00,1D,BE,F9,31,00,00,0F,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2334 run=1319 render=202 irq6502=101
1422,304,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,0F,00,00,00,val=01 nmi_ctr=01
1423,304,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,0F,00,00,00,old=00 new=80 emu_pc=2CB3
1424,304,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,0F,80,00,00,count=203
1425,305,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,0F,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2334 run=1319 render=203 irq6502=101
1426,305,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,0F,80,00,00,old=80 new=00 emu_pc=2CB3
1427,305,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,10,00,00,00,emu_pc=2CB3 status=B1 count=102
1428,305,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,10,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1429,305,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,10,00,00,00,val=00 nmi_ctr=00
1430,305,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,10,00,00,00,old=00 new=80 emu_pc=2B0F
1431,305,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,10,80,00,00,count=204
1432,306,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,10,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2335 run=1320 render=204 irq6502=102
1433,306,INT_COND,2B5C,00,1D,BE,F2,36,00,00,10,80,00,00,old=80 new=00 emu_pc=2B5C
1434,306,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,10,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1435,307,FRAME,2CB0,00,1D,BE,F9,31,00,00,10,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2357 run=1332 render=204 irq6502=102
1436,307,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,10,00,00,00,val=01 nmi_ctr=01
1437,307,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,10,00,00,00,old=00 new=80 emu_pc=2CB3
1438,307,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,10,80,00,00,count=205
1439,308,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,10,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2357 run=1332 render=205 irq6502=102
1440,308,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,10,80,00,00,old=80 new=00 emu_pc=2CB3
1441,308,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,11,00,00,00,emu_pc=2CB3 status=B1 count=103
1442,308,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,11,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1443,308,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,11,00,00,00,val=00 nmi_ctr=00
1444,308,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,11,00,00,00,old=00 new=80 emu_pc=2B0F
1445,308,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,11,80,00,00,count=206
1446,309,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,11,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2358 run=1333 render=206 irq6502=103
1447,309,INT_COND,2B5C,00,1D,BE,F2,36,00,00,11,80,00,00,old=80 new=00 emu_pc=2B5C
1448,309,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,11,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1449,310,FRAME,2CB0,00,1D,BE,F9,31,00,00,11,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2380 run=1345 render=206 irq6502=103
1450,310,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,11,00,00,00,val=01 nmi_ctr=01
1451,310,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,11,00,00,00,old=00 new=80 emu_pc=2CB3
1452,310,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,11,80,00,00,count=207
1453,311,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,11,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2380 run=1345 render=207 irq6502=103
1454,311,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,11,80,00,00,old=80 new=00 emu_pc=2CB3
1455,311,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,12,00,00,00,emu_pc=2CB3 status=B1 count=104
1456,311,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,12,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1457,311,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,12,00,00,00,val=00 nmi_ctr=00
1458,311,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,12,00,00,00,old=00 new=80 emu_pc=2B0F
1459,311,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,12,80,00,00,count=208
1460,312,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,12,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2381 run=1346 render=208 irq6502=104
1461,312,INT_COND,2B5C,00,1D,BE,F2,36,00,00,12,80,00,00,old=80 new=00 emu_pc=2B5C
1462,312,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,12,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1463,313,FRAME,2CB0,00,1D,BE,F9,31,00,00,12,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2403 run=1358 render=208 irq6502=104
1464,313,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,12,00,00,00,val=01 nmi_ctr=01
1465,313,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,12,00,00,00,old=00 new=80 emu_pc=2CB3
1466,313,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,12,80,00,00,count=209
1467,314,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,12,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2403 run=1358 render=209 irq6502=104
1468,314,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,12,80,00,00,old=80 new=00 emu_pc=2CB3
1469,314,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,13,00,00,00,emu_pc=2CB3 status=B1 count=105
1470,314,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,13,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1471,314,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,13,00,00,00,val=00 nmi_ctr=00
1472,314,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,13,00,00,00,old=00 new=80 emu_pc=2B0F
1473,314,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,13,80,00,00,count=210
1474,315,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,13,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2404 run=1359 render=210 irq6502=105
1475,315,INT_COND,2B5C,00,1D,BE,F2,36,00,00,13,80,00,00,old=80 new=00 emu_pc=2B5C
1476,315,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,13,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1477,316,FRAME,2CB0,00,1D,BE,F9,31,00,00,13,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2426 run=1371 render=210 irq6502=105
1478,316,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,13,00,00,00,val=01 nmi_ctr=01
1479,316,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,13,00,00,00,old=00 new=80 emu_pc=2CB3
1480,316,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,13,80,00,00,count=211
1481,317,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,13,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2426 run=1371 render=211 irq6502=105
1482,317,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,13,80,00,00,old=80 new=00 emu_pc=2CB3
1483,317,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,14,00,00,00,emu_pc=2CB3 status=B1 count=106
1484,317,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,14,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1485,317,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,14,00,00,00,val=00 nmi_ctr=00
1486,317,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,14,00,00,00,old=00 new=80 emu_pc=2B0F
1487,317,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,14,80,00,00,count=212
1488,318,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,14,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2427 run=1372 render=212 irq6502=106
1489,318,INT_COND,2B5C,00,1D,BE,F2,36,00,00,14,80,00,00,old=80 new=00 emu_pc=2B5C
1490,318,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,14,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1491,319,FRAME,2CB0,00,1D,BE,F9,31,00,00,14,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2449 run=1384 render=212 irq6502=106
1492,319,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,14,00,00,00,val=01 nmi_ctr=01
1493,319,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,14,00,00,00,old=00 new=80 emu_pc=2CB3
1494,319,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,14,80,00,00,count=213
1495,320,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,14,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2449 run=1384 render=213 irq6502=106
1496,320,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,14,80,00,00,old=80 new=00 emu_pc=2CB3
1497,320,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,15,00,00,00,emu_pc=2CB3 status=B1 count=107
1498,320,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,15,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1499,320,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,15,00,00,00,val=00 nmi_ctr=00
1500,320,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,15,00,00,00,old=00 new=80 emu_pc=2B0F
1501,320,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,15,80,00,00,count=214
1502,321,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,15,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2450 run=1385 render=214 irq6502=107
1503,321,INT_COND,2B5C,00,1D,BE,F2,36,00,00,15,80,00,00,old=80 new=00 emu_pc=2B5C
1504,321,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,15,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1505,322,FRAME,2CB0,00,1D,BE,F9,B1,00,00,15,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2472 run=1397 render=214 irq6502=107
1506,322,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,15,00,00,00,val=01 nmi_ctr=01
1507,322,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,15,00,00,00,old=00 new=80 emu_pc=2CB3
1508,322,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,15,80,00,00,count=215
1509,323,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,15,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2472 run=1397 render=215 irq6502=107
1510,323,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,15,80,00,00,old=80 new=00 emu_pc=2CB3
1511,323,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,16,00,00,00,emu_pc=2CB3 status=B1 count=108
1512,323,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,16,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1513,323,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,16,00,00,00,val=00 nmi_ctr=00
1514,323,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,16,00,00,00,old=00 new=80 emu_pc=2B0F
1515,323,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,16,80,00,00,count=216
1516,324,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,16,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2473 run=1398 render=216 irq6502=108
1517,324,INT_COND,2B5C,00,1D,BE,F2,36,00,00,16,80,00,00,old=80 new=00 emu_pc=2B5C
1518,324,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,16,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1519,325,FRAME,2CB0,00,1D,BE,F9,B1,00,00,16,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2495 run=1410 render=216 irq6502=108
1520,325,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,16,00,00,00,val=01 nmi_ctr=01
1521,325,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,16,00,00,00,old=00 new=80 emu_pc=2CB3
1522,325,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,16,80,00,00,count=217
1523,326,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,16,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2495 run=1410 render=217 irq6502=108
1524,326,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,16,80,00,00,old=80 new=00 emu_pc=2CB3
1525,326,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,17,00,00,00,emu_pc=2CB3 status=B1 count=109
1526,326,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,17,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1527,326,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,17,00,00,00,val=00 nmi_ctr=00
1528,326,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,17,00,00,00,old=00 new=80 emu_pc=2B0F
1529,326,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,17,80,00,00,count=218
1530,327,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,17,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2496 run=1411 render=218 irq6502=109
1531,327,DISPATCH,2B2C,8C,1D,BE,F2,B4,00,00,17,80,00,00,emu_pc=2B2C count=2500
1532,327,INT_COND,2B5C,00,1D,BE,F2,36,00,00,17,80,00,00,old=80 new=00 emu_pc=2B5C
1533,327,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,17,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1534,328,FRAME,2CB0,00,1D,BE,F9,B1,00,00,17,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2518 run=1423 render=218 irq6502=109
1535,328,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,17,00,00,00,val=01 nmi_ctr=01
1536,328,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,17,00,00,00,old=00 new=80 emu_pc=2CB3
1537,328,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,17,80,00,00,count=219
1538,329,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,17,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2518 run=1423 render=219 irq6502=109
1539,329,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,17,80,00,00,old=80 new=00 emu_pc=2CB3
1540,329,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,18,00,00,00,emu_pc=2CB3 status=B1 count=110
1541,329,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,18,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1542,329,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,18,00,00,00,val=00 nmi_ctr=00
1543,329,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,18,00,00,00,old=00 new=80 emu_pc=2B0F
1544,329,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,18,80,00,00,count=220
1545,330,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,18,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2519 run=1424 render=220 irq6502=110
1546,330,INT_COND,2B5C,00,1D,BE,F2,36,00,00,18,80,00,00,old=80 new=00 emu_pc=2B5C
1547,330,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,18,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1548,331,FRAME,2CB0,00,1D,BE,F9,B1,00,00,18,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2541 run=1436 render=220 irq6502=110
1549,331,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,18,00,00,00,val=01 nmi_ctr=01
1550,331,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,18,00,00,00,old=00 new=80 emu_pc=2CB3
1551,331,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,18,80,00,00,count=221
1552,332,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,18,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2541 run=1436 render=221 irq6502=110
1553,332,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,18,80,00,00,old=80 new=00 emu_pc=2CB3
1554,332,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,19,00,00,00,emu_pc=2CB3 status=B1 count=111
1555,332,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,19,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1556,332,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,19,00,00,00,val=00 nmi_ctr=00
1557,332,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,19,00,00,00,old=00 new=80 emu_pc=2B0F
1558,332,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,19,80,00,00,count=222
1559,333,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,19,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2542 run=1437 render=222 irq6502=111
1560,333,INT_COND,2B5C,00,1D,BE,F2,36,00,00,19,80,00,00,old=80 new=00 emu_pc=2B5C
1561,333,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,19,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1562,334,FRAME,2CB0,00,1D,BE,F9,B1,00,00,19,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2564 run=1449 render=222 irq6502=111
1563,334,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,19,00,00,00,val=01 nmi_ctr=01
1564,334,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,19,00,00,00,old=00 new=80 emu_pc=2CB3
1565,334,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,19,80,00,00,count=223
1566,335,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,19,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2564 run=1449 render=223 irq6502=111
1567,335,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,19,80,00,00,old=80 new=00 emu_pc=2CB3
1568,335,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,1A,00,00,00,emu_pc=2CB3 status=B1 count=112
1569,335,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,1A,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1570,335,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,1A,00,00,00,val=00 nmi_ctr=00
1571,335,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,1A,00,00,00,old=00 new=80 emu_pc=2B0F
1572,335,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,1A,80,00,00,count=224
1573,336,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,1A,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2565 run=1450 render=224 irq6502=112
1574,336,INT_COND,2B5C,00,1D,BE,F2,36,00,00,1A,80,00,00,old=80 new=00 emu_pc=2B5C
1575,336,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,1A,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1576,337,FRAME,2CB0,00,1D,BE,F9,B1,00,00,1A,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2587 run=1462 render=224 irq6502=112
1577,337,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,1A,00,00,00,val=01 nmi_ctr=01
1578,337,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,1A,00,00,00,old=00 new=80 emu_pc=2CB3
1579,337,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,1A,80,00,00,count=225
1580,338,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,1A,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2587 run=1462 render=225 irq6502=112
1581,338,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,1A,80,00,00,old=80 new=00 emu_pc=2CB3
1582,338,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,1B,00,00,00,emu_pc=2CB3 status=B1 count=113
1583,338,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,1B,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1584,338,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,1B,00,00,00,val=00 nmi_ctr=00
1585,338,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,1B,00,00,00,old=00 new=80 emu_pc=2B0F
1586,338,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,1B,80,00,00,count=226
1587,339,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,1B,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2588 run=1463 render=226 irq6502=113
1588,339,INT_COND,2B5C,00,1D,BE,F2,36,00,00,1B,80,00,00,old=80 new=00 emu_pc=2B5C
1589,339,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,1B,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1590,340,FRAME,2CB0,00,1D,BE,F9,B1,00,00,1B,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2610 run=1475 render=226 irq6502=113
1591,340,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,1B,00,00,00,val=01 nmi_ctr=01
1592,340,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,1B,00,00,00,old=00 new=80 emu_pc=2CB3
1593,340,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,1B,80,00,00,count=227
1594,341,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,1B,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=2610 run=1475 render=227 irq6502=113
1595,341,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,1B,80,00,00,old=80 new=00 emu_pc=2CB3
1596,341,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,1C,00,00,00,emu_pc=2CB3 status=B1 count=114
1597,341,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,1C,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
1598,341,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,1C,00,00,00,val=00 nmi_ctr=00
1599,341,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,1C,00,00,00,old=00 new=80 emu_pc=2B0F
1600,341,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,1C,80,00,00,count=228
1601,342,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,1C,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=2611 run=1476 render=228 irq6502=114
1602,342,INT_COND,2B5C,00,1D,BE,F2,36,00,00,1C,80,00,00,old=80 new=00 emu_pc=2B5C
1603,342,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,1C,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1604,343,FRAME,2CB0,00,1D,BE,F9,B1,00,00,1C,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=2633 run=1488 render=228 irq6502=114
1605,343,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,1C,00,00,00,val=01 nmi_ctr=01
1606,343,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,1C,00,00,00,old=00 new=80 emu_pc=2CB3
1607,343,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,1C,80,00,00,count=229
