sample,frame,type,emu_pc,emu_a,emu_x,emu_y,emu_sp,emu_status,nmi_ctr,last_nmi,irq_count,int_cond,mapper_bank,cache_idx,info
807,173,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,E3,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1322 run=747 render=115 irq6502=57
808,173,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,E3,80,00,00,old=80 new=00 emu_pc=2CB3
809,173,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,E4,00,00,00,emu_pc=2CB3 status=B1 count=58
810,173,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,E4,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
811,173,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,E4,00,00,00,val=00 nmi_ctr=00
812,173,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,E4,00,00,00,old=00 new=80 emu_pc=2B0F
813,173,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,E4,80,00,00,count=116
814,174,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,E4,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1323 run=748 render=116 irq6502=58
815,174,INT_COND,2B5C,00,1D,BE,F2,36,00,00,E4,80,00,00,old=80 new=00 emu_pc=2B5C
816,174,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,E4,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
817,175,FRAME,2CB0,00,1D,BE,F9,31,00,00,E4,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1345 run=760 render=116 irq6502=58
818,175,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,E4,00,00,00,val=01 nmi_ctr=01
819,175,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,E4,00,00,00,old=00 new=80 emu_pc=2CB3
820,175,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,E4,80,00,00,count=117
821,176,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,E4,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1345 run=760 render=117 irq6502=58
822,176,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,E4,80,00,00,old=80 new=00 emu_pc=2CB3
823,176,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,E5,00,00,00,emu_pc=2CB3 status=B1 count=59
824,176,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,E5,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
825,176,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,E5,00,00,00,val=00 nmi_ctr=00
826,176,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,E5,00,00,00,old=00 new=80 emu_pc=2B0F
827,176,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,E5,80,00,00,count=118
828,177,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,E5,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1346 run=761 render=118 irq6502=59
829,177,INT_COND,2B5C,00,1D,BE,F2,36,00,00,E5,80,00,00,old=80 new=00 emu_pc=2B5C
830,177,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,E5,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
831,178,FRAME,2CB0,00,1D,BE,F9,31,00,00,E5,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1368 run=773 render=118 irq6502=59
832,178,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,E5,00,00,00,val=01 nmi_ctr=01
833,178,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,E5,00,00,00,old=00 new=80 emu_pc=2CB3
834,178,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,E5,80,00,00,count=119
835,179,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,E5,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1368 run=773 render=119 irq6502=59
836,179,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,E5,80,00,00,old=80 new=00 emu_pc=2CB3
837,179,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,E6,00,00,00,emu_pc=2CB3 status=B1 count=60
838,179,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,E6,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
839,179,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,E6,00,00,00,val=00 nmi_ctr=00
840,179,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,E6,00,00,00,old=00 new=80 emu_pc=2B0F
841,179,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,E6,80,00,00,count=120
842,180,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,E6,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1369 run=774 render=120 irq6502=60
843,180,INT_COND,2B5C,00,1D,BE,F2,36,00,00,E6,80,00,00,old=80 new=00 emu_pc=2B5C
844,180,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,E6,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
845,181,FRAME,2CB0,00,1D,BE,F9,31,00,00,E6,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1391 run=786 render=120 irq6502=60
846,181,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,E6,00,00,00,val=01 nmi_ctr=01
847,181,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,E6,00,00,00,old=00 new=80 emu_pc=2CB3
848,181,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,E6,80,00,00,count=121
849,182,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,E6,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1391 run=786 render=121 irq6502=60
850,182,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,E6,80,00,00,old=80 new=00 emu_pc=2CB3
851,182,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,E7,00,00,00,emu_pc=2CB3 status=B1 count=61
852,182,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,E7,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
853,182,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,E7,00,00,00,val=00 nmi_ctr=00
854,182,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,E7,00,00,00,old=00 new=80 emu_pc=2B0F
855,182,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,E7,80,00,00,count=122
856,183,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,E7,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1392 run=787 render=122 irq6502=61
857,183,INT_COND,2B5C,00,1D,BE,F2,36,00,00,E7,80,00,00,old=80 new=00 emu_pc=2B5C
858,183,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,E7,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
859,184,FRAME,2CB0,00,1D,BE,F9,31,00,00,E7,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1414 run=799 render=122 irq6502=61
860,184,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,E7,00,00,00,val=01 nmi_ctr=01
861,184,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,E7,00,00,00,old=00 new=80 emu_pc=2CB3
862,184,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,E7,80,00,00,count=123
863,185,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,E7,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1414 run=799 render=123 irq6502=61
864,185,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,E7,80,00,00,old=80 new=00 emu_pc=2CB3
865,185,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,E8,00,00,00,emu_pc=2CB3 status=B1 count=62
866,185,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,E8,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
867,185,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,E8,00,00,00,val=00 nmi_ctr=00
868,185,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,E8,00,00,00,old=00 new=80 emu_pc=2B0F
869,185,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,E8,80,00,00,count=124
870,186,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,E8,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1415 run=800 render=124 irq6502=62
871,186,INT_COND,2B5C,00,1D,BE,F2,36,00,00,E8,80,00,00,old=80 new=00 emu_pc=2B5C
872,186,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,E8,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
873,187,FRAME,2CB0,00,1D,BE,F9,31,00,00,E8,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1437 run=812 render=124 irq6502=62
874,187,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,E8,00,00,00,val=01 nmi_ctr=01
875,187,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,E8,00,00,00,old=00 new=80 emu_pc=2CB3
876,187,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,E8,80,00,00,count=125
877,188,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,E8,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1437 run=812 render=125 irq6502=62
878,188,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,E8,80,00,00,old=80 new=00 emu_pc=2CB3
879,188,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,E9,00,00,00,emu_pc=2CB3 status=B1 count=63
880,188,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,E9,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
881,188,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,E9,00,00,00,val=00 nmi_ctr=00
882,188,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,E9,00,00,00,old=00 new=80 emu_pc=2B0F
883,188,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,E9,80,00,00,count=126
884,189,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,E9,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1438 run=813 render=126 irq6502=63
885,189,INT_COND,2B5C,00,1D,BE,F2,36,00,00,E9,80,00,00,old=80 new=00 emu_pc=2B5C
886,189,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,E9,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
887,190,FRAME,2CB0,00,1D,BE,F9,31,00,00,E9,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1460 run=825 render=126 irq6502=63
888,190,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,E9,00,00,00,val=01 nmi_ctr=01
889,190,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,E9,00,00,00,old=00 new=80 emu_pc=2CB3
890,190,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,E9,80,00,00,count=127
891,191,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,E9,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1460 run=825 render=127 irq6502=63
892,191,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,E9,80,00,00,old=80 new=00 emu_pc=2CB3
893,191,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,EA,00,00,00,emu_pc=2CB3 status=B1 count=64
894,191,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,EA,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
895,191,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,EA,00,00,00,val=00 nmi_ctr=00
896,191,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,EA,00,00,00,old=00 new=80 emu_pc=2B0F
897,191,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,EA,80,00,00,count=128
898,192,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,EA,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1461 run=826 render=128 irq6502=64
899,192,INT_COND,2B5C,00,1D,BE,F2,36,00,00,EA,80,00,00,old=80 new=00 emu_pc=2B5C
900,192,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,EA,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
901,193,FRAME,2CB0,00,1D,BE,F9,31,00,00,EA,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1483 run=838 render=128 irq6502=64
902,193,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,EA,00,00,00,val=01 nmi_ctr=01
903,193,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,EA,00,00,00,old=00 new=80 emu_pc=2CB3
904,193,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,EA,80,00,00,count=129
905,194,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,EA,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1483 run=838 render=129 irq6502=64
906,194,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,EA,80,00,00,old=80 new=00 emu_pc=2CB3
907,194,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,EB,00,00,00,emu_pc=2CB3 status=B1 count=65
908,194,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,EB,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
909,194,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,EB,00,00,00,val=00 nmi_ctr=00
910,194,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,EB,00,00,00,old=00 new=80 emu_pc=2B0F
911,194,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,EB,80,00,00,count=130
912,195,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,EB,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1484 run=839 render=130 irq6502=65
913,195,INT_COND,2B5C,00,1D,BE,F2,36,00,00,EB,80,00,00,old=80 new=00 emu_pc=2B5C
914,195,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,EB,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
915,195,DISPATCH,2E5F,00,1D,BE,FB,33,00,00,EB,00,00,00,emu_pc=2E5F count=1500
916,196,FRAME,2CB0,00,1D,BE,F9,31,00,00,EB,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1506 run=851 render=130 irq6502=65
917,196,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,EB,00,00,00,val=01 nmi_ctr=01
918,196,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,EB,00,00,00,old=00 new=80 emu_pc=2CB3
919,196,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,EB,80,00,00,count=131
920,197,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,EB,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1506 run=851 render=131 irq6502=65
921,197,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,EB,80,00,00,old=80 new=00 emu_pc=2CB3
922,197,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,EC,00,00,00,emu_pc=2CB3 status=B1 count=66
923,197,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,EC,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
924,197,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,EC,00,00,00,val=00 nmi_ctr=00
925,197,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,EC,00,00,00,old=00 new=80 emu_pc=2B0F
926,197,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,EC,80,00,00,count=132
927,198,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,EC,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1507 run=852 render=132 irq6502=66
928,198,INT_COND,2B5C,00,1D,BE,F2,36,00,00,EC,80,00,00,old=80 new=00 emu_pc=2B5C
929,198,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,EC,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
930,199,FRAME,2CB0,00,1D,BE,F9,31,00,00,EC,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1529 run=864 render=132 irq6502=66
931,199,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,EC,00,00,00,val=01 nmi_ctr=01
932,199,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,EC,00,00,00,old=00 new=80 emu_pc=2CB3
933,199,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,EC,80,00,00,count=133
934,200,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,EC,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1529 run=864 render=133 irq6502=66
935,200,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,EC,80,00,00,old=80 new=00 emu_pc=2CB3
936,200,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,ED,00,00,00,emu_pc=2CB3 status=B1 count=67
937,200,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,ED,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
938,200,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,ED,00,00,00,val=00 nmi_ctr=00
939,200,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,ED,00,00,00,old=00 new=80 emu_pc=2B0F
940,200,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,ED,80,00,00,count=134
941,201,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,ED,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1530 run=865 render=134 irq6502=67
942,201,INT_COND,2B5C,00,1D,BE,F2,36,00,00,ED,80,00,00,old=80 new=00 emu_pc=2B5C
943,201,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,ED,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
944,202,FRAME,2CB0,00,1D,BE,F9,31,00,00,ED,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1552 run=877 render=134 irq6502=67
945,202,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,ED,00,00,00,val=01 nmi_ctr=01
946,202,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,ED,00,00,00,old=00 new=80 emu_pc=2CB3
947,202,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,ED,80,00,00,count=135
948,203,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,ED,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1552 run=877 render=135 irq6502=67
949,203,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,ED,80,00,00,old=80 new=00 emu_pc=2CB3
950,203,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,EE,00,00,00,emu_pc=2CB3 status=B1 count=68
951,203,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,EE,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
952,203,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,EE,00,00,00,val=00 nmi_ctr=00
953,203,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,EE,00,00,00,old=00 new=80 emu_pc=2B0F
954,203,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,EE,80,00,00,count=136
955,204,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,EE,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1553 run=878 render=136 irq6502=68
956,204,INT_COND,2B5C,00,1D,BE,F2,36,00,00,EE,80,00,00,old=80 new=00 emu_pc=2B5C
957,204,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,EE,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
958,205,FRAME,2CB0,00,1D,BE,F9,31,00,00,EE,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1575 run=890 render=136 irq6502=68
959,205,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,EE,00,00,00,val=01 nmi_ctr=01
960,205,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,EE,00,00,00,old=00 new=80 emu_pc=2CB3
961,205,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,EE,80,00,00,count=137
962,206,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,EE,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1575 run=890 render=137 irq6502=68
963,206,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,EE,80,00,00,old=80 new=00 emu_pc=2CB3
964,206,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,EF,00,00,00,emu_pc=2CB3 status=B1 count=69
965,206,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,EF,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
966,206,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,EF,00,00,00,val=00 nmi_ctr=00
967,206,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,EF,00,00,00,old=00 new=80 emu_pc=2B0F
968,206,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,EF,80,00,00,count=138
969,207,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,EF,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1576 run=891 render=138 irq6502=69
970,207,INT_COND,2B5C,00,1D,BE,F2,36,00,00,EF,80,00,00,old=80 new=00 emu_pc=2B5C
971,207,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,EF,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
972,208,FRAME,2CB0,00,1D,BE,F9,31,00,00,EF,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1598 run=903 render=138 irq6502=69
973,208,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,EF,00,00,00,val=01 nmi_ctr=01
974,208,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,EF,00,00,00,old=00 new=80 emu_pc=2CB3
975,208,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,EF,80,00,00,count=139
976,209,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,EF,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1598 run=903 render=139 irq6502=69
977,209,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,EF,80,00,00,old=80 new=00 emu_pc=2CB3
978,209,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,F0,00,00,00,emu_pc=2CB3 status=B1 count=70
979,209,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,F0,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
980,209,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,F0,00,00,00,val=00 nmi_ctr=00
981,209,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,F0,00,00,00,old=00 new=80 emu_pc=2B0F
982,209,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,F0,80,00,00,count=140
983,210,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,F0,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1599 run=904 render=140 irq6502=70
984,210,INT_COND,2B5C,00,1D,BE,F2,36,00,00,F0,80,00,00,old=80 new=00 emu_pc=2B5C
985,210,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,F0,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
986,211,FRAME,2CB0,00,1D,BE,F9,31,00,00,F0,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1621 run=916 render=140 irq6502=70
987,211,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,F0,00,00,00,val=01 nmi_ctr=01
988,211,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,F0,00,00,00,old=00 new=80 emu_pc=2CB3
989,211,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,F0,80,00,00,count=141
990,212,FRAME,2CB3,FF,1D,BE,F9,B1,01,01,F0,80,02,00,irq_delta=0 nmi_delta=1 I=0 intcond=80 last_nmi=01 nmi_ctr=01 disp=1621 run=916 render=141 irq6502=70
991,212,INT_COND,2CB3,FF,1D,BE,F9,B1,00,01,F0,80,00,00,old=80 new=00 emu_pc=2CB3
992,212,IRQ6502,2CB3,FF,1D,BE,F9,B1,00,01,F1,00,00,00,emu_pc=2CB3 status=B1 count=71
993,212,STATUS_I,2CB3,FF,1D,BE,F6,B1,00,01,F1,00,00,00,old=B1 new=B5 I:0->1 emu_pc=2CB3
994,212,LAST_NMI_W,2B0F,FF,1D,BE,F5,B5,00,01,F1,00,00,00,val=00 nmi_ctr=00
995,212,INT_COND,2B0F,FF,1D,BE,F5,B5,00,00,F1,00,00,00,old=00 new=80 emu_pc=2B0F
996,212,RENDER,2B0F,FF,1D,BE,F5,B5,00,00,F1,80,00,00,count=142
997,213,FRAME,2B0F,FF,1D,BE,F5,B5,00,00,F1,80,02,00,irq_delta=1 nmi_delta=255 I=1 intcond=80 last_nmi=00 nmi_ctr=00 disp=1622 run=917 render=142 irq6502=71
998,213,INT_COND,2B5C,00,1D,BE,F2,36,00,00,F1,80,00,00,old=80 new=00 emu_pc=2B5C
999,213,STATUS_I,2B63,FF,1D,BE,F7,B5,00,00,F1,00,00,00,old=B5 new=B1 I:1->0 emu_pc=2B63
1000,214,FRAME,2CB0,00,1D,BE,F9,31,00,00,F1,00,00,00,irq_delta=0 nmi_delta=0 I=0 intcond=00 last_nmi=00 nmi_ctr=00 disp=1644 run=929 render=142 irq6502=71
1001,214,LAST_NMI_W,2CB3,FF,1D,BE,F9,B1,01,00,F1,00,00,00,val=01 nmi_ctr=01
1002,214,INT_COND,2CB3,FF,1D,BE,F9,B1,01,01,F1,00,00,00,old=00 new=80 emu_pc=2CB3
1003,214,RENDER,2CB3,FF,1D,BE,F9,B1,01,01,F1,80,00,00,count=143
